week_id,week_start,revenue,week_revenue_median,week_resid,week_robust_z,orders_count,orders_per_1000_sessions_w,sessions,is_payday_window,promo_flag,is_holiday,stockout_rate_w,top_product_revenue_share_w,margin_rate
2021-W44,2021-11-01,12901508.57,27491346.71,-14589838.14,-1.5517618024793753,384.0,2.9183101160484255,131583.0,2,0.0,0,0.0,0.7607971499413575,0.16999417223965768
2020-W13,2020-03-23,33079284.549999997,53918291.915,-20839007.365000002,-1.5348568855253018,1136.0,4.990839875756205,227617.0,5,7.0,0,0.0,0.8366231400427484,0.10183224564329335
2020-W15,2020-04-06,22942365.310000002,35656393.175,-12714027.864999995,-1.48011015865434,807.0,2.736353833947063,294918.0,0,7.0,0,0.0,0.8239235067261192,0.10057123138015289
2021-W40,2021-10-04,11394470.629999999,21967452.5,-10572981.870000001,-1.4663757193978086,324.0,2.16434311518447,149699.0,0,0.0,1,0.0,0.707963874053182,0.1751232246583095
2022-W36,2022-09-05,17166356.49,23406485.85,-6240129.360000003,-1.4476200253130158,536.0,2.797567786215715,191595.0,0,7.0,1,0.0,0.7192008626009672,0.08273008083149733
2021-W32,2021-08-09,12734507.16,19314994.28,-6580487.120000001,-1.3936673275316813,614.0,2.3457676849488824,261748.0,0,7.0,0,0.0,0.7463867102396273,-0.4646310207108163
2019-W30,2019-07-22,24227394.02,38484483.67,-14257089.650000002,-1.3854904950088676,833.0,4.001095137684744,208193.0,4,1.0,0,0.0,0.8391521869708627,0.20948803886254713
2019-W28,2019-07-08,18953470.85,29931919.72,-10978448.869999997,-1.371283991375679,771.0,3.399021293479698,226830.0,0,7.0,0,0.0,0.8572087643717654,0.04455745687339376
2021-W07,2021-02-15,16884659.16,24360123.490000002,-7475464.330000002,-1.3681765774019672,511.0,3.102215260956405,164721.0,0,7.0,1,0.0,0.8420624494845064,0.198637280043265
2019-W32,2019-08-05,12874136.190000001,19314994.28,-6440858.09,-1.3640955931695689,667.0,2.641155297555644,252541.0,0,7.0,0,0.0,0.7894197734974182,-0.3952338770466275
2022-W39,2022-09-26,23386165.14,34836785.35,-11450620.21,-1.3621773672011643,706.0,3.8268901368140327,184484.0,7,6.0,0,0.6420047732696897,0.6241726678263176,0.09438120858151099
2020-W50,2020-12-07,6750020.72,16752781.61,-10002760.89,-1.3561415568348634,375.0,3.060300154239128,122537.0,0,7.0,1,0.0,0.7871404245974025,0.016749858213768516
2022-W03,2022-01-17,11877955.29,17182774.415,-5304819.125,-1.3446764188015967,340.0,3.050804874109434,111446.0,0,0.0,0,0.0,0.7975817317628581,0.1619100159115012
2020-W12,2020-03-16,27878786.93,38370378.055,-10491591.125,-1.3254236741987513,873.0,3.929529536738626,222164.0,0,5.0,0,0.0,0.839909795209253,0.15720479162182832
2020-W31,2020-07-27,29626264.26,52619226.56,-22992962.3,-1.3218325038370617,951.0,4.082754120318893,232931.0,7,0.0,0,0.6516393442622951,0.8061678499319508,0.2099411993160964
2019-W15,2019-04-08,24411513.31,35656393.175,-11244879.864999998,-1.3090785310335757,864.0,2.9289426313701963,294987.0,0,7.0,1,0.0,0.8339305427772844,0.08906207380061847
2019-W39,2019-09-23,23911066.21,34836785.35,-10925719.14,-1.2997346047602927,884.0,5.28537434082294,167254.0,5,7.0,0,0.0,0.8055466009398062,0.11437501765840331
2021-W35,2021-08-30,20027981.71,37612948.2,-17584966.490000002,-1.2936607349771192,803.0,3.6995061182367683,217056.0,4,7.0,1,0.7104722792607803,0.75360835120381,-0.21755995552085006
2022-W44,2022-10-31,15346909.58,27491346.71,-12144437.13,-1.2916711940264372,410.0,3.146753854773472,130293.0,3,0.0,0,0.6552567237163814,0.5583823788971591,0.17183037576741886
2019-W52,2019-12-23,14162690.64,24566371.27,-10403680.629999999,-1.2891894877808523,856.0,6.343137036954701,134949.0,5,7.0,2,0.0,0.7837453697588875,0.01011266175619861
2021-W12,2021-03-22,28173379.05,38370378.055,-10196999.004999999,-1.2882072629386907,1064.0,4.786884655875181,222274.0,4,7.0,0,0.0,0.8035076055279092,0.08951879771056427
2022-W30,2022-07-25,25396232.46,38484483.67,-13088251.21,-1.2719038803086513,750.0,3.0728259756222474,244075.0,7,0.0,0,0.6926829268292682,0.7403506264015352,0.18427077234274145
2020-W17,2020-04-20,30335887.54,56750073.519999996,-26414185.979999997,-1.26581007406974,1014.0,3.460018699114863,293062.0,2,0.0,0,0.0,0.8068308487011223,0.20983773366137687
2021-W09,2021-03-01,11541691.0,23790790.314999998,-12249099.314999998,-1.2531365936050973,401.0,1.6612121463192344,241390.0,2,1.0,0,0.0,0.85919912284312,0.19067691813963833
2020-W29,2020-07-13,18770295.36,33137290.27,-14366994.91,-1.241758048882147,682.0,3.0187543433324038,225921.0,0,7.0,0,0.0,0.8375511408664175,0.03191148293150785
2021-W04,2021-01-25,16025406.41,20573070.015,-4547663.605,-1.223986582116985,451.0,4.051820174650519,111308.0,7,2.0,0,0.6737400530503979,0.8611710273439473,0.21480824959621103
2021-W18,2021-05-03,20639860.66,47685294.525,-27045433.865,-1.2227879419833845,620.0,2.075056813047422,298787.0,0,0.0,0,0.0,0.7862108459602363,0.1805471398952748
2021-W27,2021-07-05,15602325.51,26181248.6,-10578923.090000002,-1.2192327934717162,545.0,2.464078705838736,221178.0,0,7.0,0,0.0,0.7888910650115798,0.006810734715917287
2020-W11,2020-03-09,22013601.99,32883903.71,-10870301.720000003,-1.2091587319052044,661.0,2.916262243007147,226660.0,0,0.0,0,0.0,0.8077781072846589,0.19806413425574976
2019-W50,2019-12-09,7953833.15,16752781.61,-8798948.459999999,-1.1929326107338474,474.0,3.61743696196349,131032.0,0,7.0,1,0.0,0.7769573967691084,0.01982551645554704
2020-W43,2020-10-19,14507876.030000001,25101560.37,-10593684.34,-1.1923862895206072,443.0,3.035598040223387,145935.0,1,0.0,1,0.0,0.8417596707296926,0.2092034494728172
